paper_id,title,year,venue,doi,url,type,publisher,seed_query,tag,query_hits,queries
115,"Jansen, Peter, ed. 1995. Translation and the Manipulation of Discourse: Selected Papers of the CERA Research Seminars in Translation Studies 1992-1993",1997,Target. International Journal of Translation Studies,10.1075/target.9.2.16kai,https://doi.org/10.1075/target.9.2.16kai,journal-article,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
116,Precision object manipulation with a multifingered robot hand,1998,IEEE Transactions on Robotics and Automation,10.1109/70.660851,https://doi.org/10.1109/70.660851,journal-article,Institute of Electrical and Electronics Engineers (IEEE),goal occlusion robot manipulation,robotics,2,goal occlusion robot manipulation; object permanence robot manipulation
117,Introduction: Orientors and Goal Functions for Environmental Planning — Questions and Outlines,1998,"Eco Targets, Goal Functions, and Orientors",10.1007/978-3-642-58769-6_32,https://doi.org/10.1007/978-3-642-58769-6_32,book-chapter,Springer Berlin Heidelberg,disappearing goal planning,robotics,1,disappearing goal planning
118,8 Deictic Features and the Translator,1998,The Pragmatics of Translation,10.21832/9781800417939-010,https://doi.org/10.21832/9781800417939-010,book-chapter,Multilingual Matters,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
119,Achieving Environmental Goals in a World of Trade and Hidden Action: The Role of Trade Policies and Eco-labeling,1999,SSRN Electronic Journal,10.2139/ssrn.149464,https://doi.org/10.2139/ssrn.149464,journal-article,Elsevier BV,hidden goals manipulation,robotics,1,hidden goals manipulation
120,Chapter 4 Problem diagnosis and goal articulation,1999,Infrastructure planning,10.1680/ip.27473.0004,https://doi.org/10.1680/ip.27473.0004,book-chapter,Emerald Publishing Limited,disappearing goal planning,robotics,1,disappearing goal planning
121,Disappearing Acts,1999,Disappearing Acts,10.7551/mitpress/2440.003.0007,https://doi.org/10.7551/mitpress/2440.003.0007,book-chapter,The MIT Press,disappearing goal planning,robotics,1,disappearing goal planning
122,Getting beyond Disappearing,1999,Disappearing Acts,10.7551/mitpress/2440.003.0008,https://doi.org/10.7551/mitpress/2440.003.0008,book-chapter,The MIT Press,disappearing goal planning,robotics,1,disappearing goal planning
123,On the Relation between the Deictic Use and the Non-deictic Use of the Japanese Demonstratives,1999,Journal of Natural Language Processing,10.5715/jnlp.6.4_67,https://doi.org/10.5715/jnlp.6.4_67,journal-article,Association for Natural Language Processing,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
124,"Hidden Hills, Hidden Meanings: A Neighborhood Study",2000,,10.15760/etd.6642,https://doi.org/10.15760/etd.6642,report,Portland State University Library,hidden goals manipulation,robotics,1,hidden goals manipulation
125,Experiments in Constrained Prehensile Manipulation: Distributed Manipulation With Ropes,2000,Distributed Manipulation,10.1007/978-1-4615-4545-3_2,https://doi.org/10.1007/978-1-4615-4545-3_2,book-chapter,Springer US,hidden goals manipulation,robotics,1,hidden goals manipulation
126,Manipulation of Sheet Metal by Dual Manipulators,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_10,https://doi.org/10.1007/978-1-4471-0749-1_10,book-chapter,Springer London,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
127,Robot Manipulation of Deformable Objects,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1,https://doi.org/10.1007/978-1-4471-0749-1,book,Springer London,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
128,A Hybrid Position/Force Approach to the Exploitation of Elasticity in Manipulation,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_7,https://doi.org/10.1007/978-1-4471-0749-1_7,book-chapter,Springer London,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
129,Motivation,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_1,https://doi.org/10.1007/978-1-4471-0749-1_1,book-chapter,Springer London,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
130,A Manipulated Deformable Object as an Underactuated Mechanical System,2000,Advanced Manufacturing,10.1007/978-1-4471-0749-1_11,https://doi.org/10.1007/978-1-4471-0749-1_11,book-chapter,Springer London,object permanence robot manipulation,robotics,1,object permanence robot manipulation
131,Locative and Deictic Classifiers,2000,Classifiers,10.1093/oso/9780198238867.003.0007,https://doi.org/10.1093/oso/9780198238867.003.0007,book-chapter,Oxford University PressOxford,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
132,Deictic Definitions,2000,"Knowledge, Science, and Values",10.1163/9789004457683_013,https://doi.org/10.1163/9789004457683_013,book-chapter,BRILL,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
133,HIDDEN TARGET DETECTION AND LOCATION ESTIMATION FROM SCATTERED FIELD MEASUREMENTS,2000,Scattering Theory and Biomedical Engineering Modelling and Applications,10.1142/9789812792327_0009,https://doi.org/10.1142/9789812792327_0009,proceedings-article,WORLD SCIENTIFIC,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
134,The manipulation of audio dynamics toward both technical and artistic goals in recorded music,2001,The Journal of the Acoustical Society of America,10.1121/1.4777254,https://doi.org/10.1121/1.4777254,journal-article,Acoustical Society of America (ASA),hidden goals manipulation,robotics,1,hidden goals manipulation
135,"Hidden fifths, hidden octaves",2001,Oxford Music Online,10.1093/gmo/9781561592630.article.12993,https://doi.org/10.1093/gmo/9781561592630.article.12993,reference-entry,Oxford University Press,hidden goals manipulation,robotics,1,hidden goals manipulation
136,Manipulation,2001,Mechanics of Robotic Manipulation,10.7551/mitpress/4527.003.0002,https://doi.org/10.7551/mitpress/4527.003.0002,book-chapter,The MIT Press,hidden goals manipulation,robotics,1,hidden goals manipulation
137,Dynamic Manipulation,2001,Mechanics of Robotic Manipulation,10.7551/mitpress/4527.003.0011,https://doi.org/10.7551/mitpress/4527.003.0011,book-chapter,The MIT Press,hidden goals manipulation,robotics,1,hidden goals manipulation
138,Kinematic Manipulation,2001,Mechanics of Robotic Manipulation,10.7551/mitpress/4527.003.0005,https://doi.org/10.7551/mitpress/4527.003.0005,book-chapter,The MIT Press,hidden goals manipulation,robotics,1,hidden goals manipulation
139,Quasistatic Manipulation,2001,Mechanics of Robotic Manipulation,10.7551/mitpress/4527.003.0008,https://doi.org/10.7551/mitpress/4527.003.0008,book-chapter,The MIT Press,hidden goals manipulation,robotics,1,hidden goals manipulation
140,Amoeba-like robots swim collectively toward goal,2001,Industrial Robot: An International Journal,10.1108/ir.2001.04928fab.010,https://doi.org/10.1108/ir.2001.04928fab.010,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
141,A goal programming model for planning management of Miombo woodlands,2001,,10.17528/cifor/001031,https://doi.org/10.17528/cifor/001031,monograph,Center for International Forestry Research (CIFOR),disappearing goal planning,robotics,1,disappearing goal planning
142,Object Identification and Pose Estimation for Automatic Manipulation,2001,Lecture Notes in Computer Science,10.1007/3-540-44690-7_7,https://doi.org/10.1007/3-540-44690-7_7,book-chapter,Springer Berlin Heidelberg,object permanence robot manipulation,robotics,1,object permanence robot manipulation
143,"A ""constrain and move"" approach to distributed object manipulation",2001,IEEE Transactions on Robotics and Automation,10.1109/70.928561,https://doi.org/10.1109/70.928561,journal-article,Institute of Electrical and Electronics Engineers (IEEE),object permanence robot manipulation,robotics,1,object permanence robot manipulation
144,Why Are Multimodal Systems so Difficult to Build? - About the Difference between Deictic Gestures and Direct Manipulation,2001,Lecture Notes in Computer Science,10.1007/3-540-45520-5_11,https://doi.org/10.1007/3-540-45520-5_11,book-chapter,Springer Berlin Heidelberg,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
145,"Hidden Workers, Hidden Women, Hidden Geographies",2002,Antipode,10.1111/1467-8330.00290,https://doi.org/10.1111/1467-8330.00290,journal-article,Wiley,hidden goals manipulation,robotics,1,hidden goals manipulation
146,Mechanics of Robot Manipulation,2002,Industrial Robot: An International Journal,10.1108/ir.2002.04929aae.002,https://doi.org/10.1108/ir.2002.04929aae.002,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
147,3D Manipulation with Force Feedback,2002,Industrial Robot: An International Journal,10.1108/ir.2002.04929ead.010,https://doi.org/10.1108/ir.2002.04929ead.010,journal-article,Emerald,goal occlusion robot manipulation,robotics,1,goal occlusion robot manipulation
148,Goal Planning,2002,PsycEXTRA Dataset,10.1037/e613712007-001,https://doi.org/10.1037/e613712007-001,dataset,American Psychological Association (APA),disappearing goal planning,robotics,1,disappearing goal planning
149,"5. Engagement, Assessment, Case Planning, and Goal Setting",2002,Social Work Practice with Families and Children,10.7312/malu10766-007,https://doi.org/10.7312/malu10766-007,book-chapter,Columbia University Press,disappearing goal planning,robotics,1,disappearing goal planning
150,A life-span approach to object permanence,2002,Critical Readings on Piaget,10.4324/9780203435854-16,https://doi.org/10.4324/9780203435854-16,book-chapter,Routledge,object permanence robot manipulation,robotics,1,object permanence robot manipulation
151,Virgin territories: the strategic expansion of deictic options,2002,Towards a 'Natural' Narratology,10.4324/9780203432501-14,https://doi.org/10.4324/9780203432501-14,book-chapter,Routledge,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
152,Pest management and wildlife conservation: compatible goals for ecological engineering?,2003,Ecological engineering for pest management: advances in habitat manipulation for arthropods,10.1079/9780851999036.0199,https://doi.org/10.1079/9780851999036.0199,book-chapter,CABI,hidden goals manipulation,robotics,1,hidden goals manipulation
153,Planning and Scheduling Staff Duties by Goal Programming,2003,Multi-Objective Programming and Goal Programming,10.1007/978-3-540-36510-5_45,https://doi.org/10.1007/978-3-540-36510-5_45,book-chapter,Springer Berlin Heidelberg,disappearing goal planning,robotics,1,disappearing goal planning
154,3. Non-deictic uses of the deictic motion verbs kommen and gehen in German,2003,Pragmatics &amp; Beyond New Series,10.1075/pbns.112.05dim,https://doi.org/10.1075/pbns.112.05dim,book-chapter,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
155,9. Deictic use of demonstrative pronouns in the Rigveda,2003,Pragmatics &amp; Beyond New Series,10.1075/pbns.112.11kup,https://doi.org/10.1075/pbns.112.11kup,book-chapter,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
156,"Deictic conceptualisation of space, time and person",2003,Pragmatics &amp; Beyond New Series,10.1075/pbns.112.02len,https://doi.org/10.1075/pbns.112.02len,book-chapter,John Benjamins Publishing Company,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
157,ELMs mitigation by manipulation of divertor target currents,2003,Nuclear Fusion,10.1088/0029-5515/43/2/101,https://doi.org/10.1088/0029-5515/43/2/101,journal-article,IOP Publishing,deictic hidden target manipulation,robotics,1,deictic hidden target manipulation
158,Pest management and wildlife conservation,2004,Ecological Engineering for Pest Management,10.1071/9780643098411.ch13,https://doi.org/10.1071/9780643098411.ch13,book-chapter,CSIRO Publishing,hidden goals manipulation,robotics,1,hidden goals manipulation
159,Achieving environmental goals in a world of trade and hidden action: the role of trade policies and eco-labeling,2004,Journal of Environmental Economics and Management,10.1016/j.jeem.2004.02.003,https://doi.org/10.1016/j.jeem.2004.02.003,journal-article,Elsevier BV,hidden goals manipulation,robotics,1,hidden goals manipulation
160,"Hidden Markov Model (
            <scp>HMM</scp>
            , Hidden Semi‐Markov Models, Profile Hidden Markov Models, Training of Hidden Markov Models, Dynamic Programming, Pair Hidden Markov Models)",2004,Dictionary of Bioinformatics and Computational Biology,10.1002/9780471650126.dob0318.pub2,https://doi.org/10.1002/9780471650126.dob0318.pub2,other,Wiley,hidden goals manipulation,robotics,1,hidden goals manipulation
